playerId,firstName,lastName,proTeam,defaultPosition,jersey,weight,height,age,dateOfBirth,birthPlace,debutYear,draftSelection
4431466,Jordan,Watkins,SF,WR,17,196,71,24,2002-02-15,"Louisville, KY",,138
4429435,Brady,Cook,MIA,QB,,215,74,24,2001-10-12,"St. Louis, MO",,
4565859,Joe,Royer,CLE,TE,18,250,77,24,2002-02-25,"Cincinnati, OH",,170
4683151,Deion,Burks,IND,WR,80,180,69,23,2003-01-08,"Inkster, MI",,254
4428993,Haynes,King,CAR,QB,16,212,74,25,2001-01-09,"Longview, TX",,
4635009,J. Michael,Sturdivant,GB,WR,87,207,75,24,2002-09-06,"Flower Mound, TX",,
3118892,Justin,Watson,FA,WR,84,215,74,30,1996-04-04,"Bridgeville, PA",2018,144
4012556,C.J.,Ham,MIN,RB,30,250,71,33,1993-07-22,"Duluth, MN",2016,
4035222,Trayveon,Williams,FA,RB,47,206,68,28,1997-10-18,"Houston, TX",2019,182
2576414,Raheem,Mostert,FA,RB,31,212,70,34,1992-04-09,"New Smyrna Beach, FL",2015,
4035004,Mecole,Hardman Jr.,FA,WR,1,187,70,28,1998-03-12,"Bowman, GA",2019,56
3932442,Equanimeous,St. Brown,FA,WR,7,214,77,29,1996-09-30,"Anaheim, CA",2018,207
3975763,Greg,Joseph,FA,K,,208,72,32,1994-08-04,"Boca Raton, FL",2018,
16757,Derek,Carr,NO,QB,4,215,75,35,1991-03-28,"Bakersfield, CA",2014,36
16460,Adam,Thielen,PIT,WR,,195,74,36,1990-08-22,"Detroit Lakes, MN",2013,
3930066,Van,Jefferson,FA,WR,12,200,73,30,1996-07-26,"Brentwood, TN",2020,57
4039607,J.J.,Taylor,FA,RB,26,185,66,28,1998-01-04,"Corona, CA",2020,
4240657,Michael,Carter,FA,RB,35,201,68,27,1999-05-07,"Navarre, FL",,107
4360238,Dameon,Pierce,FA,RB,39,218,70,26,2000-02-19,"Bainbridge, GA",,107
4361777,Zamir,White,FA,RB,33,227,72,26,1999-09-18,"Laurinburg, NC",,122
4696736,Tanner,Brown,FA,K,46,177,72,26,1999-12-28,"Saugus, CA",,
4690070,Mitchell,Tinsley,FA,WR,,205,73,26,1999-09-15,"Lee's Summit, MO",,
3886812,Jake,Browning,FA,QB,5,209,74,30,1996-04-11,"Folsom, CA",2019,
4566192,Joshua,Karty,FA,K,98,208,74,24,2002-03-07,"Burlington, NC",,209
4714365,Carson,Steele,FA,RB,34,228,72,23,2002-10-21,"Greenwood, IN",,
4051167,Parker,Romo,FA,K,39,175,71,29,1997-08-24,"Peachtree City, GA",,
5092436,Jude,McAtamney,FA,K,99,205,74,26,2000-05-09,"Derry, ",,
4710341,Jarquez,Hunter,FA,RB,31,211,71,23,2002-12-29,"Philadelphia, MS",,117
4573398,Max,Brosmer,FA,QB,12,218,74,25,2001-03-28,"Roswell, GA",,
4428943,Jacardia,Wright,FA,RB,31,218,72,25,2000-09-26,"Decatur, IL",,
4429466,Drake,Dabney,FA,TE,49,246,77,24,2002-05-14,"Cypress, TX",,
4683159,Lewis,Bond,FA,WR,82,190,71,23,2003-05-29,"Chicago, IL",,204
4685381,Emmanuel,Henderson Jr.,FA,WR,84,185,73,23,2003-03-21,"Hartford, AL",,199
4429053,AJ,Henning,FA,WR,88,192,70,24,2001-09-09,"Frankfort, IL",,
4714379,Seydou,Traore,MIA,TE,49,235,76,24,2002-08-12,"London, ",,180
4917427,Tanner,Koziol,JAX,TE,89,250,79,22,2004-01-28,"Bloomingdale, IL",,164
4034779,Ko,Kieft,TB,TE,41,265,77,28,1998-01-20,"Sioux Center, IA",,218
4239944,Hunter,Long,ARI,TE,,243,77,28,1998-08-19,"Exeter, NH",,81
4045305,Ian,Thomas,LV,TE,80,253,75,30,1996-06-06,"Baltimore, MD",2018,101
4401805,Dareke,Young,LV,WR,81,224,74,27,1999-06-04,"Raleigh, NC",,233
4035020,Charlie,Woerner,ATL,TE,89,250,77,28,1997-10-16,"Tiger, GA",2020,190
4685540,Carsen,Ryan,CLE,TE,48,255,75,23,2003-08-21,"Orem, UT",,248
4360763,Brycen,Tremayne,CAR,WR,87,212,76,26,1999-11-18,"Los Angeles, CA",,
4424106,Gunner,Olszewski,NYG,WR,80,190,72,29,1996-11-26,"Alvin, TX",2019,
4241401,Trey,Sermon,ATL,RB,44,215,72,27,1999-01-30,"Marietta, GA",,88
4241424,Tylan,Wallace,CLE,WR,16,200,71,27,1999-05-13,"Fort Worth, TX",,131
4360739,Simi,Fehoko,ARI,WR,80,225,76,28,1997-11-05,"Sandy, UT",,179
4241820,Sam,Ehlinger,DEN,QB,4,222,73,27,1998-09-30,"Austin, TX",,218
4241374,Grant,Calcaterra,PHI,TE,81,240,76,27,1998-12-04,"Rancho Santa Margarita, CA",,198
4242431,Ty,Chandler,NO,RB,32,205,71,28,1998-05-12,"Nashville, TN",,169
4372026,Cameron,Latu,NE,TE,,244,77,26,2000-02-24,"Salt Lake City, UT",,101
4373684,Scott,Matlock,LAC,RB,44,296,76,26,2000-06-28,"Homedale, ID",,200
4260394,Aidan,O'Connell,LV,QB,12,206,75,28,1998-09-01,"Long Grove, IL",,135
4373030,Ben,Sims,MIA,TE,89,250,77,26,2000-05-16,"San Antonio, TX",,
4369886,Chris,Blair,ATL,WR,19,215,74,28,1997-10-06,"Louisville, MS",,
4696700,Tip,Reiman,ARI,TE,87,271,77,24,2001-09-17,"Rapid City, SD",,82
4430723,Jared,Wiley,KC,TE,12,249,78,25,2000-11-02,"Temple, TX",,131
4573697,Mason,Tipton,NO,WR,15,187,71,25,2000-09-27,"Akron, OH",,
4431210,Beaux,Collins,ATL,WR,88,206,75,23,2002-12-16,"Los Angeles, CA",,
4360637,Jeshaun,Jones,MIN,WR,82,188,73,26,1999-12-22,"Fort Myers, FL",,
4602788,Jackson,Meeks,DET,TE,13,235,74,23,2003-03-24,"Phenix City, AL",,
4685441,Kendrick,Law,DET,WR,88,203,71,22,2004-06-13,"Shreveport, LA",,168
4431465,Behren,Morton,NE,QB,15,218,74,24,2002-01-17,"Eastland, TX",,234
4432722,Athan,Kaliakmanis,WSH,QB,16,216,74,23,2003-08-20,"Antioch, IL",,223
4879250,Cole,Payton,PHI,QB,10,232,74,23,2002-10-26,"Omaha, NE",,178
5085024,CJ,Williams,JAX,WR,18,205,73,23,2002-10-23,"Mission Viejo, CA",,203
4429582,Joe,Fagnano,BAL,QB,12,226,75,25,2001-03-31,"Williamsport, PA",,
2983509,Dare,Ogunbowale,FA,RB,32,205,70,32,1994-05-04,"Milwaukee, WI",2017,
3135321,Hunter,Renfrow,FA,WR,13,185,70,30,1995-12-21,"Myrtle Beach, SC",2019,149
15807,Cordarrelle,Patterson,FA,RB,84,220,74,35,1991-03-17,"Rock Hill, SC",2013,29
3059989,Nick,Mullens,FA,QB,14,210,72,31,1995-03-21,"Hoover, AL",2017,
3914397,Scotty,Miller,FA,WR,35,174,69,29,1997-07-31,"Barrington, IL",2019,208
4037457,Travis,Homer,FA,RB,21,202,70,28,1998-08-07,"West Palm Beach, FL",2019,204
4212909,David,Moore,FA,WR,83,220,72,31,1995-01-15,"Gainesville, TX",2017,226
4045163,Miles,Sanders,FA,RB,24,211,71,29,1997-05-01,"Pittsburgh, PA",2019,53
3052177,John,Ross,FA,WR,38,190,71,30,1995-11-27,"Long Beach, CA",2017,9
3059722,Zay,Jones,FA,WR,18,200,74,31,1995-03-30,"Austin, TX",2017,37
2980453,Jamaal,Williams,FA,RB,21,224,72,31,1995-04-03,"Fontana, CA",2017,134
2976592,Sterling,Shepard,FA,WR,15,194,70,33,1993-02-10,"Oklahoma City, OK",2016,40
16731,Brandin,Cooks,FA,WR,18,189,70,32,1993-09-25,"Stockton, CA",2014,20
11394,Josh,Johnson,FA,QB,11,219,75,40,1986-05-15,"Oakland, CA",2008,160
3050481,Tanner,Hudson,FA,TE,87,241,77,31,1994-11-12,"Big Sandy, TN",2018,
3126997,Tom,Kennedy,FA,WR,85,195,70,30,1996-07-29,"Farmingdale, NY",2019,
4242214,Clyde,Edwards-Helaire,FA,RB,26,207,67,27,1999-04-11,"Baton Rouge, LA",2020,32
4240021,Cam,Akers,FA,RB,30,217,70,27,1999-06-22,"Clinton, MS",2020,52
4035115,Albert,Okwuegbunam Jr.,FA,TE,85,258,77,28,1998-04-25,"Springfield, IL",2020,118
4360294,Antonio,Gibson,FA,RB,4,228,72,28,1998-06-23,"Stockbridge, GA",2020,66
4243315,Salvon,Ahmed,FA,RB,36,196,71,27,1998-12-30,"Kirkland, WA",2020,
3128444,Matthew,Wright,FA,K,,174,71,30,1996-03-22,"Lancaster, PA",2020,
4035886,Khalil,Herbert,FA,RB,40,212,69,28,1998-04-21,"Fort Lauderdale, FL",,217
4249836,Pierre,Strong Jr.,FA,RB,22,207,71,27,1998-12-10,"Little Rock, AR",,127
3926231,Britain,Covey,FA,WR,18,173,68,29,1997-03-18,"Provo, UT",,
4431453,Deuce,Vaughn,FA,RB,31,176,66,24,2001-11-02,"Round Rock, TX",,212
4240858,Hendon,Hooker,FA,QB,16,220,75,28,1998-01-13,"Greensboro, NC",,68
4242519,Anders,Carlson,FA,K,18,220,77,28,1998-06-16,"Colorado Springs, CO",,207
4361665,Christopher,Dunn,FA,K,,179,68,,,"Lexington, NC",,
4257188,Charlie,Jones,FA,WR,,190,72,27,1998-10-29,"Deerfield, IL",,131
4427105,Max,Duggan,FA,QB,8,207,73,25,2001-03-12,"Council Bluffs, IA",,239
4245661,Lucas,Havrisik,FA,K,35,185,74,26,1999-09-29,"Riverside, CA",,
4362162,SaRodorick,Thompson Jr.,FA,RB,27,220,72,26,1999-10-01,"Irving, TX",,
4429676,Tyler,Goodson,FA,RB,25,197,69,25,2000-11-10,"Suwanee, GA",,
4430637,Ja'Lynn,Polk,NO,WR,13,203,73,24,2002-04-11,"Lufkin, TX",,37
4686781,Brenden,Rice,FA,WR,89,208,74,24,2002-03-18,"Chandler, AZ",,225
4429684,Anthony,Gould,FA,WR,6,174,68,25,2001-04-06,"Leavenworth, KS",,142
4427985,Bub,Means,FA,WR,,215,74,25,2001-01-10,"Lovejoy, GA",,170
4360799,Jordan,Travis,FA,QB,3,200,73,26,2000-05-02,"West Palm Beach, FL",,171
4685039,Michael,Pratt,FA,QB,11,217,74,24,2001-09-30,"Boca Raton, FL",,245
5208436,Louis,Rees-Zammit,FA,RB,89,209,74,25,2001-02-02,"Penarth, ",,
4361765,Brayden,Narveson,FA,K,7,215,71,26,1999-09-28,"Scottsdale, AZ",,
4430104,Sincere,McCormick,FA,RB,35,204,68,25,2000-09-10,"Converse, TX",,
4427600,Terrell,Jennings,FA,RB,26,222,72,25,2001-03-01,"Jacksonville, FL",,
4248068,Aaron,Shampklin,FA,RB,48,195,70,26,1999-10-18,"Paramount, CA",,
4240911,Jacob,Kibodi,FA,RB,36,225,73,27,1998-10-04,"Baton Rouge, LA",,
4242526,John Samuel,Shenker,FA,TE,86,249,76,28,1998-09-02,"Albany, GA",,
4775196,Tommy,Mellott,FA,WR,,206,71,24,2001-10-16,"Butte, MT",,213
4432338,Luke,Lachey,GB,TE,86,250,78,25,2001-06-29,"Columbus, OH",,255
4596439,Dominic,Lovett,FA,WR,19,185,70,23,2002-11-08,"Belleville, IL",,244
4431353,Xavier,Restrepo,FA,WR,87,202,70,24,2002-04-22,"Coconut Creek, FL",,
4698253,Lan,Larison,FA,RB,34,209,71,24,2001-10-11,"Caldwell, ID",,
4431506,Ja'Corey,Brooks,FA,WR,88,195,75,24,2001-10-31,"Bradenton, FL",,
4257364,Zavier,Scott,FA,RB,,221,73,27,1999-07-17,"Fort Hood, TX",,
4596545,CJ,Dippre,FA,TE,,256,77,24,2002-04-29,"Scranton, PA",,
4428512,Kedon,Slovis,FA,QB,,223,74,25,2001-04-11,"Scottsdale, AZ",,
4877824,Zach,Horton,FA,TE,43,256,76,23,2002-12-02,"Roanoke, VA",,
4431342,Brennan,Presley,FA,WR,81,174,68,24,2002-02-02,"Tulsa, OK",,
4878878,Amar,Johnson,FA,RB,35,205,70,23,2003-01-31,"O' Fallon, MO",,
4685110,Anthony,Smith,FA,WR,83,197,74,24,2002-03-01,"Huntingtown, MD",,218
4362504,Brevin,Jordan,HOU,TE,9,245,75,26,2000-07-16,"Las Vegas, NV",,147
4039160,Kylen,Granson,TEN,TE,86,242,75,28,1998-03-27,"Austin, TX",,127
4034948,Feleipe,Franks,CAR,TE,81,228,78,28,1997-12-22,"Crawfordville, FL",,
3871102,David,Sills V,TB,WR,80,211,75,30,1996-05-29,"Wilmington, DE",2019,
4241410,Jelani,Woods,NYJ,TE,86,253,79,27,1998-10-09,"Ellenwood, GA",,73
4361438,Cole,Turner,MIA,TE,87,240,78,26,2000-03-16,"Clackamas, OR",,149
4036419,Skylar,Thompson,BAL,QB,11,219,74,29,1997-06-04,"Independence, MO",,247
4244049,Quintin,Morris,JAX,TE,80,243,74,27,1999-01-21,"Richmond, TX",,
4916349,Nikola,Kalinic,CHI,TE,86,248,76,29,1997-01-21,"Toronto, ON",,
4361426,Justin,Shorter,LV,WR,88,227,76,26,2000-04-17,"Monmouth Junction, NJ",,150
4362523,Will,Mallory,IND,TE,86,239,76,27,1999-06-22,"Jacksonville, FL",,162
4365395,Julian,Hill,NE,TE,80,251,76,26,2000-07-09,"Fayetteville, NC",,
3929636,Irv,Charles,SEA,WR,85,219,76,29,1997-04-13,"Sicklerville, NJ",,
4369466,Ryan,Miller,MIA,WR,84,221,74,26,2000-02-20,"Jackson, TN",,
4242442,Princeton,Fant,DAL,TE,85,245,74,27,1999-03-11,"Nashville, TN",,
4428678,Jamari,Thrash,CLE,WR,80,190,72,25,2000-12-19,"LaGrange, GA",,156
4686104,Johnny,Wilson,PHI,WR,89,228,78,25,2001-04-03,"Pacoima, CA",,185
4360978,David,Martin-Robinson,TEN,TE,88,247,75,26,1999-12-26,"Landisville, PA",,
4698191,Chris,Collier,LV,RB,33,203,70,26,2000-03-24,"Lawrence, NY",,
4430681,Jared,Wayne,HOU,WR,89,210,75,25,2000-10-07,"Peterborough, ON",,
4248557,E.J.,Jenkins,PHI,TE,84,245,78,27,1998-11-03,"Fredericksburg, VA",,
4426335,Graham,Mertz,HOU,QB,18,216,74,25,2000-12-06,"Overland Park, KS",,197
4590292,Thomas,Fidone II,NYG,TE,86,255,78,23,2002-09-20,"Council Bluffs, IA",,219
4430431,Kurtis,Rourke,SF,QB,14,220,76,25,2000-10-25,"Oakville, ON",,227
4432208,Caleb,Lohner,DEN,TE,84,250,79,24,2001-10-01,"Flower Mound, TX",,241
4432731,Moliki,Matavao,NO,TE,80,263,78,23,2003-03-17,"Henderson, NV",,248
4691688,Robbie,Ouzts,SEA,RB,40,274,75,24,2002-09-06,"Rock Hill, SC",,175
4431142,Jimmy,Holiday,KC,WR,82,211,73,24,2001-12-16,"Flora, MS",,
4688552,Keleki,Latu,BUF,TE,83,249,78,24,2002-08-13,"Sacramento, CA",,
4569372,Dalevon,Campbell,LAC,WR,81,220,76,24,2001-12-05,"Missouri City, TX",,
4569547,Nick,Kallerup,SEA,TE,89,266,77,25,2001-03-27,"Wayzata, MN",,
5083297,Jacoby,Jones,WSH,WR,84,228,75,25,2001-07-18,"Tunica, MS",,
4578436,Coleman,Owen,FA,WR,9,181,70,25,2001-03-23,"Gilbert, AZ",,
4433959,Ben,Yurosek,MIN,TE,85,251,76,24,2002-03-17,"Bakersfield, CA",,
5155825,Carter,Runyon,LV,TE,84,243,76,25,2001-07-23,"Fairfax, VA",,
4890373,Bauer,Sharp,TB,TE,84,246,76,23,2003-05-03,"Dothan, AL",,185
4877034,Jaren,Kanak,TEN,TE,81,234,74,22,2004-02-10,"Hays, KS",,225
5159802,Dallen,Bentley,DEN,TE,89,253,76,25,2000-12-31,"Taylorsville, UT",,256
5085189,Jack,Endries,CIN,TE,84,245,77,22,2004-03-26,"Danville, CA",,221
3061612,Jamal,Agnew,FA,WR,,190,70,31,1995-04-03,"San Diego, CA",2017,165
2576581,Chris,Moore,FA,WR,17,200,73,33,1993-06-16,"Tampa, FL",2016,107
3121409,Noah,Brown,FA,WR,33,225,74,30,1996-01-06,"Flanders, NJ",2017,239
3115255,Brandon,Powell,FA,WR,4,181,68,30,1995-09-12,"Deerfield Beach, FL",2018,
2978109,Zach,Pascal,FA,WR,83,219,74,31,1994-12-18,"Upper Marlboro, MD",2017,
3122168,Trent,Sherfield,FA,WR,81,203,72,30,1996-02-25,"Danville, IL",2018,
3128452,Jordan,Akins,FA,TE,,245,76,34,1992-04-19,"Atlanta, GA",2018,98
2576399,Nick,Vannett,FA,TE,,261,78,33,1993-03-06,"Westerville, OH",2016,94
3052056,River,Cracraft,FA,WR,88,198,72,31,1994-11-01,"Rancho Santa Margarita, CA",2017,
3115378,Russell,Gage Jr.,FA,WR,14,184,72,30,1996-01-22,"Baton Rouge, LA",2018,194
3040569,Trent,Taylor,FA,WR,81,180,68,32,1994-04-30,"Shreveport, LA",2017,177
2580216,DeAndre,Carter,FA,WR,2,190,68,33,1993-04-10,"San Jose, CA",2015,
2511973,Eric,Tomlinson,FA,TE,83,263,78,34,1992-04-22,"Klein, TX",2015,
3049698,Anthony,Firkser,FA,TE,47,245,74,31,1995-02-19,"Manalapan, NJ",2017,
4036335,Cedrick,Wilson Jr.,FA,WR,86,205,74,30,1995-11-20,"Memphis, TN",2018,208
3115928,Malik,Turner,FA,WR,81,202,74,30,1996-01-30,"Springfield, IL",2018,
2574511,Brandon,Allen,FA,QB,12,219,74,34,1992-09-05,"Fayetteville, AR",2016,201
2574630,Jeff,Driskel,FA,QB,2,231,76,33,1993-04-23,"Oviedo, FL",2016,207
2508256,MyCole,Pruitt,FA,TE,81,258,74,34,1992-03-24,"St. Louis, MO",2015,143
3047876,KhaDarel,Hodge,FA,WR,86,210,74,31,1995-01-03,"D Lo, MS",2018,
2565969,Taylor,Heinicke,FA,QB,4,210,73,33,1993-03-15,"Lawrenceville, GA",2015,
3051381,Mike,White,FA,QB,,220,77,31,1995-03-25,"Pembroke Pines, FL",2018,171
3128390,Allen,Lazard,FA,WR,10,227,77,30,1995-12-11,"Urbandale, IA",2018,
2579604,Phillip,Dorsett II,FA,WR,13,185,70,33,1993-01-05,"Fort Lauderdale, FL",2015,29
3115306,Josh,Reynolds,FA,WR,83,192,75,31,1995-02-16,"San Antonio, TX",2017,117
2574576,C.J.,Uzomah,FA,TE,47,262,78,33,1993-01-14,"Suwanee, GA",2015,157
9614,Marcedes,Lewis,FA,TE,89,265,78,42,1984-05-19,"Long Beach, CA",2006,28
2511109,Trevor,Siemian,FA,QB,13,220,75,34,1991-12-26,"Windermere, FL",2015,250
16140,Ryan,Griffin,FA,QB,4,218,76,36,1989-11-17,"Westlake Village, CA",2013,
3722362,Brett,Rypien,FA,QB,16,202,74,30,1996-07-09,"Spokane, WA",2019,
3915381,John,Kelly Jr.,FA,RB,42,208,70,29,1996-10-04,"Detroit, MI",2018,176
3120590,Easton,Stick,FA,QB,,224,73,30,1995-09-15,"Omaha, NE",2019,166
3122976,Jeff,Wilson Jr.,FA,RB,34,205,72,29,1996-11-16,"Elkhart, TX",2018,
3045169,Tim,Boyle,FA,QB,15,232,76,31,1994-10-03,"Middlefield, CT",2018,
16763,Jordan,Matthews,FA,TE,81,182,74,34,1992-07-16,"Madison, AL",2014,42
3886818,Myles,Gaskin,FA,RB,33,200,70,29,1997-02-15,"Lynnwood, WA",2019,234
3924365,Hayden,Hurst,FA,TE,88,245,76,33,1993-08-24,"Jacksonville, FL",2018,25
3916430,Nyheim,Hines,FA,RB,19,198,68,29,1996-11-12,"Garner, NC",2018,104
3121410,Parris,Campbell,DAL,WR,11,208,72,29,1997-07-16,"Akron, OH",2019,59
3932905,Diontae,Johnson,FA,WR,16,183,70,30,1996-07-05,"Ruskin, FL",2019,66
4048244,Alexander,Mattison,FA,RB,8,220,71,28,1998-06-19,"San Bernardino, CA",2019,102
3127306,Dante,Pettis,FA,WR,87,195,73,30,1995-10-23,"San Clemente, CA",2018,44
3127292,Will,Dissly,FA,TE,89,265,76,30,1996-07-08,"Bozeman, MT",2018,120
3119195,Chase,Edmonds,FA,RB,38,205,69,30,1996-04-13,"Harrisburg, PA",2018,134
3115394,DJ,Chark,FA,WR,16,198,75,29,1996-09-23,"Alexandria, LA",2018,61
3139033,Mike,Boone,FA,RB,16,206,70,31,1995-06-30,"Macclenny, FL",2018,
3121427,Curtis,Samuel,FA,WR,1,195,71,30,1996-08-11,"Brooklyn, NY",2017,40
3125116,D'Onta,Foreman,FA,RB,27,235,72,30,1996-04-24,"Texas City, TX",2017,89
3050487,Anthony,Miller,FA,WR,,195,71,31,1994-10-09,"Memphis, TN",2018,51
3051926,Gus,Edwards,FA,RB,4,238,73,31,1995-04-13,"Staten Island, NY",2018,
3045138,Mike,Williams,LAC,WR,81,218,76,31,1994-10-04,"Vance, SC",2017,7
3045144,Tyler,Boyd,FA,WR,83,203,74,31,1994-11-15,"Clairton, PA",2016,55
2971618,Nelson,Agholor,FA,WR,15,200,72,33,1993-05-24,"Tampa, FL",2015,20
2574808,Robbie,Chosen,FA,WR,12,190,75,33,1993-05-09,"Fort Lauderdale, FL",2016,
16799,Allen,Robinson,FA,WR,,210,74,33,1993-08-24,"Southfield, MI",2014,61
15880,Robert,Woods,FA,WR,16,190,72,34,1992-04-10,"Carson, CA",2013,41
3139602,D'Ernest,Johnson,FA,RB,21,205,71,30,1996-02-27,"Immokalee, FL",2019,
3948283,Stephen,Carlson,FA,TE,88,248,76,29,1996-12-12,"Jamestown, NY",2019,
3122154,Khari,Blasingame,FA,RB,48,233,72,30,1996-07-01,"Huntsville, AL",2019,
3115349,Jakob,Johnson,FA,RB,,255,75,31,1994-12-15,"Stuttgart, ",2019,
2971281,Pharaoh,Brown,FA,TE,49,246,77,32,1994-05-04,"Lyndhurst, OH",2017,
4421446,Craig,Reynolds,FA,RB,24,225,71,30,1996-06-15,"Willow Grove, PA",2019,
3931391,Trenton,Irwin,FA,WR,82,204,74,30,1995-12-10,"Valencia, CA",2019,
4241802,Jalen,Reagor,FA,WR,17,197,71,27,1999-01-01,"Waxahachie, TX",2020,21
3917612,Ke'Shawn,Vaughn,FA,RB,30,214,70,29,1997-05-04,"Nashville, TN",2020,76
4035676,Zack,Moss,FA,RB,31,220,70,28,1997-12-15,"Hialeah Gardens, FL",2020,86
4036431,Darrynton,Evans,FA,RB,21,203,70,28,1998-07-09,"Oak Hill, FL",2020,93
3910544,Joshua,Kelley,FA,RB,25,212,71,28,1997-11-20,"Lancaster, CA",2020,112
2310331,Tyler,Johnson,FA,WR,15,208,73,28,1998-08-25,"Minneapolis, MN",2020,161
4243537,Gabe,Davis,FA,WR,13,225,74,27,1999-04-01,"Sanford, FL",2020,128
4050373,Quez,Watkins,FA,WR,86,193,72,28,1998-06-09,"Athens, AL",2020,200
3916566,K.J.,Osborn,FA,WR,85,203,71,29,1997-06-10,"Ypsilanti, MI",2020,176
4242540,Isaiah,Hodgins,FA,WR,89,200,75,27,1998-10-21,"Oakley, CA",2020,207
3928925,JaMycal,Hasty,FA,RB,39,205,68,29,1996-09-12,"Longview, TX",2020,
3124092,John,Wolford,FA,QB,5,218,73,30,1995-10-16,"Jacksonville, FL",2021,
4036275,Sean,McKeon,IND,TE,49,255,77,28,1997-12-28,"Dudley, MA",2020,
3929637,Dan,Chisena,FA,WR,88,202,75,29,1997-02-25,"Downingtown, PA",2020,
4039274,Jonathan,Ward,FA,RB,35,202,72,28,1997-09-30,"Kankakee, IL",2020,
4046676,Tony,Jones Jr.,FA,RB,37,224,71,28,1997-11-24,"St. Petersburg, FL",2020,
4362630,Terrace,Marshall Jr.,FA,WR,86,200,74,26,2000-06-09,"Bossier City, LA",,59
4034946,Kyle,Trask,FA,QB,14,236,77,28,1998-03-06,"Manvel, TX",,64
4241555,Elijah,Mitchell,FA,RB,38,200,70,28,1998-05-02,"Erath, LA",,194
4245645,Gary,Brightwell,FA,RB,32,218,73,28,1998-02-28,"Chester, PA",,196
4240573,Ihmir,Smith-Marsette,FA,WR,9,200,73,27,1999-08-29,"Newark, NJ",,157
4048259,Avery,Williams,FA,RB,39,195,69,28,1998-07-15,"Pasadena, CA",,183
4362452,Jaret,Patterson,FA,RB,32,195,68,26,1999-12-23,"Glendale, MO",,
4044144,Kenny,Yeboah,FA,TE,48,250,75,27,1998-10-30,"Allentown, PA",,
4241983,Cody,White,FA,WR,,227,75,27,1998-11-28,"Novi, MI",2020,
4034862,Jack,Stoll,FA,TE,89,245,76,28,1998-01-28,"Lone Tree, CO",,
4034704,Michael,Bandy,FA,WR,83,190,70,28,1997-12-05,"La Mirada, CA",,
4039358,Patrick,Taylor Jr.,FA,RB,32,217,74,28,1998-04-29,"Humble, TX",2020,
4057082,Mason,Kinsey,FA,WR,12,200,71,28,1998-08-29,"Demorest, GA",2020,
4390717,Josh,Johnson,FA,RB,34,209,69,28,1997-12-26,"Hurtsboro, AL",,
4035693,Velus,Jones Jr.,FA,RB,33,204,72,29,1997-05-11,"Saraland, AL",,71
4372071,Hassan,Haskins,FA,RB,26,228,74,26,1999-11-26,"St. Louis, MO",,131
4239086,Desmond,Ridder,FA,QB,18,211,75,27,1999-08-31,"Louisville, KY",,74
4570409,David,Bell,CLE,WR,18,212,73,25,2000-12-14,"Indianapolis, IN",,99
4362186,Erik,Ezukanma,FA,WR,49,206,74,26,2000-01-25,"Fort Worth, TX",,125
4374045,Teagan,Quitoriano,FA,TE,47,259,78,26,2000-03-15,"Salem, OR",,170
4379401,John,FitzPatrick,FA,TE,86,262,79,26,2000-03-09,"Atlanta, GA",,213
4250360,Bailey,Zappe,FA,QB,11,220,73,27,1999-04-26,"Victoria, TX",,137
4361988,James,Mitchell,FA,TE,,249,76,27,1999-08-11,"Big Stone Gap, VA",,177
4044111,Chris,Oladokun,FA,QB,19,213,73,29,1997-09-03,"Tampa, FL",,241
4240577,Brandon,Smith,FA,WR,87,220,74,27,1998-12-10,"Lake Cormorant, MS",,
4374187,Deven,Thompkins,FA,WR,83,155,68,26,1999-12-23,"Fort Myers, FL",,
4245131,Tim,Jones,FA,WR,13,200,73,28,1998-05-15,"Biloxi, MS",,
4039034,Shane,Buechele,FA,QB,6,210,72,28,1998-01-08,"Arlington, TX",,
4259308,Raheem,Blackshear,FA,RB,42,190,69,28,1998-06-05,"Philadelphia, PA",,
4244856,Austin,Trammell,FA,WR,81,185,70,28,1998-07-04,"Spring, TX",,
4035312,Anthony,Brown Jr.,FA,QB,19,217,73,28,1998-07-27,"Cliffwood, NJ",,
4360231,Lucas,Krull,FA,TE,85,260,78,28,1998-07-11,"Shawnee, KS",,
4572786,Dennis,Houston,TB,WR,89,190,73,27,1999-04-24,"San Antonio, TX",,
4250764,Stone,Smartt,FA,TE,,226,76,27,1998-10-04,"Sacramento, CA",,
3914307,Maurice,Alexander,FA,WR,13,173,70,29,1997-01-10,"Florida City, FL",,
4685035,Zach,Evans,FA,RB,38,202,71,25,2001-05-30,"Houston, TX",,215
4692590,Jalin,Hyatt,FA,WR,13,185,72,24,2001-09-25,"Irmo, SC",,73
4259592,Sean,Clifford,FA,QB,4,212,74,28,1998-07-14,"Cincinnati, OH",,149
4569609,Evan,Hull,FA,RB,43,209,70,25,2000-10-26,"Maple Grove, MN",,176
4570561,Eric,Gray,FA,RB,20,211,70,26,1999-11-04,"Memphis, TN",,172
4428119,Lew,Nichols,FA,RB,35,220,70,25,2001-08-16,"Detroit, MI",,235
4565908,Tyler,Scott,FA,WR,82,185,71,24,2001-10-12,"Norton, OH",,133
4361417,Zack,Kuntz,FA,TE,47,251,80,27,1999-06-06,"Camp Hill, PA",,220
4427391,Kenny,McIntosh,FA,RB,25,204,72,26,2000-03-03,"Fort Lauderdale, FL",,237
